Á¶°Çº°ºÐ¼®,,,,,,,,,
"		105",°­¸ª,06-Dec,3.7,8.3,14.7,2006-12-26,0.1,-8.6,2006-12-29
"		105",°­¸ª,07-Jan,2.8,7.2,10.8,2007-01-23,-0.6,-4.5,2007-01-31
"		105",°­¸ª,07-Feb,5.5,10.3,18.2,2007-02-22,1.5,-5.9,2007-02-02
"		105",°­¸ª,07-Mar,7,11.5,19.3,2007-03-23,2.9,-6,2007-03-06
"		105",°­¸ª,07-Apr,12.2,16.6,28,2007-04-29,7.8,2.2,2007-04-05
"		105",°­¸ª,07-May,18.3,23.1,30.3,2007-05-26,13.8,9,2007-05-10
"		105",°­¸ª,07-Jun,21.5,25.6,32.5,2007-06-27,17.2,12.5,2007-06-01
"		105",°­¸ª,07-Jul,22.7,25.5,35.7,2007-07-28,20.5,17.1,2007-07-16
"		105",°­¸ª,07-Aug,26.4,30.1,35.9,2007-08-25,23.2,18.2,2007-08-31
"		105",°­¸ª,07-Sep,20.8,23.9,32,2007-09-21,18.3,15,2007-09-28
"		105",°­¸ª,07-Oct,15.6,20.2,28.8,2007-10-07,12,5.8,2007-10-20
"		105",°­¸ª,07-Nov,9.1,13.5,20.1,2007-11-07,5.2,-2.2,2007-11-19
"		105",°­¸ª,07-Dec,4.4,8.6,12.8,2007-12-25,1.1,-6,2007-12-31
"		105",°­¸ª,08-Jan,1.1,4.9,11.5,2008-01-06,-2,-8.3,2008-01-17
"		105",°­¸ª,08-Feb,2,6.8,14.4,2008-02-22,-1.9,-7.9,2008-02-13
"		105",°­¸ª,08-Mar,7.5,12,18.4,2008-03-18,3.4,-1.2,2008-03-05
"		105",°­¸ª,08-Apr,13.8,18.5,29.3,2008-04-30,9.5,5.7,2008-04-14
"		105",°­¸ª,08-May,18.8,23.6,33,2008-05-03,14.4,7,2008-05-12
"		105",°­¸ª,08-Jun,19.8,23.3,32.8,2008-06-13,16.2,12.1,2008-06-06
"		105",°­¸ª,08-Jul,26.7,30.3,36.8,2008-07-06,23.5,17.8,2008-07-01
"		105",°­¸ª,08-Aug,24,27.2,33,2008-08-01,21.1,17.4,2008-08-21
"		105",°­¸ª,08-Sep,21.8,25.6,30.6,2008-09-16,18.5,12,2008-09-27
"		105",°­¸ª,08-Oct,18.3,22.6,28.2,2008-10-03,14.7,9.5,2008-10-25
"		105",°­¸ª,08-Nov,10.2,13.9,23.1,2008-11-06,7,-3.7,2008-11-19
"		105",°­¸ª,08-Dec,4.1,7.9,15.6,2008-12-04,0.5,-10,2008-12-06
"		105",°­¸ª,09-Jan,1.2,5.5,11.7,2009-01-22,-2.3,-9.6,2009-01-24
"		105",°­¸ª,09-Feb,5.4,9.4,21.3,2009-02-13,2.1,-6.1,2009-02-17
"		105",°­¸ª,09-Mar,7.3,11.1,24,2009-03-19,3.5,-2.1,2009-03-14
"		105",°­¸ª,09-Apr,13.1,18.2,28.4,2009-04-10,8,0.7,2009-04-01
"		105",°­¸ª,09-May,19,23.7,31.4,2009-05-20,14.5,9.3,2009-05-07
"		105",°­¸ª,09-Jun,21.6,25.5,34.1,2009-06-26,17.7,11.7,2009-06-08
"		105",°­¸ª,09-Jul,22.8,26.8,32.3,2009-07-11,19.5,16.1,2009-07-10
"		105",°­¸ª,09-Aug,23.3,26.9,33.4,2009-08-21,20.1,15.8,2009-08-31
"		105",°­¸ª,09-Sep,20.2,24.6,30.5,2009-09-06,16.4,14.1,2009-09-20
"		105",°­¸ª,09-Oct,16.4,21.4,26.4,2009-10-29,12.2,8.9,2009-10-22
"		105",°­¸ª,09-Nov,8.4,12.1,23.6,2009-11-07,5.3,-2.1,2009-11-18
"		105",°­¸ª,09-Dec,2.1,6.5,11.9,2009-12-25,-1.3,-9,2009-12-31
"		105",°­¸ª,10-Jan,-0.1,4.7,14.5,2010-01-19,-4.2,-11.5,2010-01-13
"		105",°­¸ª,10-Feb,2.4,7,21.4,2010-02-25,-1.6,-8,2010-02-03
"		105",°­¸ª,10-Mar,4,7.7,15.3,2010-03-30,0.9,-2.8,2010-03-26
"		105",°­¸ª,10-Apr,10.1,14.6,22.8,2010-04-09,5.7,0.2,2010-04-16
"		105",°­¸ª,10-May,17.4,22,31.6,2010-05-21,12.8,6.5,2010-05-12
"		105",°­¸ª,10-Jun,22,26.7,30.2,2010-06-06,17.4,7.7,2010-06-01
"		105",°­¸ª,10-Jul,25.8,29.2,36,2010-07-21,22.8,18,2010-07-14
"		105",°­¸ª,10-Aug,26.5,30.2,37.1,2010-08-05,23.6,19.7,2010-08-25
"		105",°­¸ª,10-Sep,20.7,24.4,31.9,2010-09-05,17.5,10.3,2010-09-29
"		105",°­¸ª,10-Oct,14.9,19.3,25.4,2010-10-12,11.3,2.6,2010-10-26
"		105",°­¸ª,10-Nov,9.4,14.2,20.8,2010-11-06,5,-2,2010-11-28
"		105",°­¸ª,10-Dec,2.9,7.6,19.5,2010-12-01,-1.5,-11.1,2010-12-25
"		105",°­¸ª,11-Jan,-2.8,1.9,5.4,2011-01-02,-6.7,-13.5,2011-01-16
"		105",°­¸ª,11-Feb,2.5,6.7,15.8,2011-02-24,-1.2,-8.7,2011-02-13
"		105",°­¸ª,11-Mar,5.5,10.1,20.1,2011-03-13,1.2,-5.5,2011-03-03
"		105",°­¸ª,11-Apr,11.7,16.7,26,2011-04-15,6.8,0.5,2011-04-03
"		105",°­¸ª,11-May,16,20.7,29.8,2011-05-18,12.3,7.4,2011-05-04
"		105",°­¸ª,11-Jun,22,26,34.5,2011-06-21,18,11.8,2011-06-03
"		105",°­¸ª,11-Jul,23.4,26.3,32.4,2011-07-02,21.1,17.5,2011-07-22
"		105",°­¸ª,11-Aug,25.3,28.9,35.2,2011-08-11,22.4,18.1,2011-08-22
"		105",°­¸ª,11-Sep,20.2,24.2,30.7,2011-09-15,16.9,12.1,2011-09-22
"		105",°­¸ª,11-Oct,14.8,19.6,26.1,2011-10-10,10.8,5.2,2011-10-26
"		105",°­¸ª,11-Nov,11.2,15.3,21.9,2011-11-02,7.7,-1.5,2011-11-24
"		105",°­¸ª,11-Dec,1.5,5.7,11,2011-12-14,-1.8,-7.5,2011-12-26
"		105",°­¸ª,12-Jan,-0.1,4.1,7.4,2012-01-18,-3.2,-8.6,2012-01-24
"		105",°­¸ª,12-Feb,0.4,5.1,12.2,2012-02-22,-3.8,-14.2,2012-02-02
"		105",°­¸ª,12-Mar,5.7,9.6,18.7,2012-03-29,1.9,-3.9,2012-03-12
"		105",°­¸ª,12-Apr,13.3,18.3,27.3,2012-04-24,8.6,1,2012-04-07
"		105",°­¸ª,12-May,17.6,21.9,28,2012-05-27,13.6,8.9,2012-05-12
"		105",°­¸ª,12-Jun,20.6,24.1,30.3,2012-06-18,17.5,14.2,2012-06-01
"		105",°­¸ª,12-Jul,25.3,28.9,35.6,2012-07-29,22.1,16.9,2012-07-08
"		105",°­¸ª,12-Aug,25.1,28.4,33.6,2012-08-18,22.3,17.7,2012-08-31
"		105",°­¸ª,12-Sep,20.2,24.1,29.6,2012-09-05,16.9,12.6,2012-09-30
"		105",°­¸ª,12-Oct,15.8,20.8,25.2,2012-10-14,11.4,5.5,2012-10-31
"		105",°­¸ª,12-Nov,7.8,12.3,20.1,2012-11-11,4,-0.8,2012-11-27
"		105",°­¸ª,12-Dec,-0.1,4.4,10.8,2012-12-17,-3.8,-10.1,2012-12-26
"		105",°­¸ª,13-Jan,-0.5,4,12.1,2013-01-31,-4.3,-11.1,2013-01-03
"		105",°­¸ª,13-Feb,1.8,6.7,14.6,2013-02-28,-2.5,-13,2013-02-08
"		105",°­¸ª,13-Mar,7.4,12.2,19.5,2013-03-18,2.7,-3.4,2013-03-21
"		105",°­¸ª,13-Apr,10.8,15.3,23.6,2013-04-29,6.1,1.5,2013-04-06
"		105",°­¸ª,13-May,18.1,23.1,33.7,2013-05-24,13.6,6.4,2013-05-03
"		105",°­¸ª,13-Jun,21.5,25,32.8,2013-06-16,18.4,13.2,2013-06-03
"		105",°­¸ª,13-Jul,27,30.7,34.7,2013-07-20,23.9,20.9,2013-07-14
"		105",°­¸ª,13-Aug,28.5,32.5,36.1,2013-08-16,25.3,19.4,2013-08-31
"		105",°­¸ª,13-Sep,20.8,24.6,30.8,2013-09-20,17.7,12.7,2013-09-27
"		105",°­¸ª,13-Oct,15.8,20.4,25.9,2013-10-10,11.9,6.7,2013-10-17
"		105",°­¸ª,13-Nov,8.8,13.1,21,2013-11-03,4.8,-4.3,2013-11-28
"		105",°­¸ª,13-Dec,3.1,7.2,14.6,2013-12-04,-0.3,-6.5,2013-12-28
"		105",°­¸ª,14-Jan,2.3,6.4,13.9,2014-01-29,-2,-6.7,2014-01-10
"		105",°­¸ª,14-Feb,1.3,5.3,15.3,2014-02-02,-1.8,-7,2014-02-05
"		105",°­¸ª,14-Mar,8.3,12.7,26.8,2014-03-28,3.6,-5.8,2014-03-06
"		105",°­¸ª,14-Apr,14.1,18.7,27.8,2014-04-15,9.5,1.3,2014-04-05
"		105",°­¸ª,14-May,20,24.8,33.8,2014-05-29,14.9,8.3,2014-05-01
"		105",°­¸ª,14-Jun,20.9,24.3,35.4,2014-06-01,17.9,13.8,2014-06-13
"		105",°­¸ª,14-Jul,26.1,30.1,36.1,2014-07-21,22.5,17.7,2014-07-06
"		105",°­¸ª,14-Aug,23.7,26.7,33.3,2014-08-05,20.9,15.7,2014-08-31
"		105",°­¸ª,14-Sep,20.9,25.1,31,2014-09-05,17.4,13.4,2014-09-30
"		105",°­¸ª,14-Oct,15.9,20.6,26,2014-10-25,11.8,7.8,2014-10-15
"		105",°­¸ª,14-Nov,10.5,14.5,19.8,2014-11-05,6.8,-1.5,2014-11-13
"		105",°­¸ª,14-Dec,1.1,5.6,11.1,2014-12-01,-3.2,-10,2014-12-18
"		105",°­¸ª,15-Jan,2.2,6.4,13.3,2015-01-05,-1.5,-8.1,2015-01-01
"		105",°­¸ª,15-Feb,3.1,7.4,14.1,2015-02-22,-0.6,-9.7,2015-02-09
"		105",°­¸ª,15-Mar,8.2,13.4,22.9,2015-03-30,2.9,-5.3,2015-03-10
"		105",°­¸ª,15-Apr,12.1,16.7,30.6,2015-04-26,7.5,2.1,2015-04-09
"		105",°­¸ª,15-May,20,25.1,33.9,2015-05-26,14.8,7.5,2015-05-11
"		105",°­¸ª,15-Jun,21,25.1,32.6,2015-06-01,17.2,13,2015-06-09
"		105",°­¸ª,15-Jul,23.8,27.2,36.8,2015-07-31,20.7,15.1,2015-07-05
"		105",°­¸ª,15-Aug,25.8,29.7,36.8,2015-08-04,22.4,17.4,2015-08-26
"		105",°­¸ª,15-Sep,20.2,24.4,28.6,2015-09-03,16.6,13.7,2015-09-16
"		105",°­¸ª,15-Oct,16,21,27.5,2015-10-18,11.5,3,2015-10-31
"		105",°­¸ª,15-Nov,9.9,12.9,21.4,2015-11-05,7.2,-1.3,2015-11-27
"		105",°­¸ª,15-Dec,4.9,8.9,15.2,2015-12-10,1.6,-3.6,2015-12-17
"		105",°­¸ª,16-Jan,0.4,4.7,13.8,2016-01-03,-3.1,-14.7,2016-01-24
"		105",°­¸ª,16-Feb,1.9,6,10.2,2016-02-18,-1.6,-6,2016-02-07
"		105",°­¸ª,16-Mar,7.9,12.4,22.3,2016-03-31,3.7,-5.3,2016-03-01
"		105",°­¸ª,16-Apr,14.1,19.3,28.3,2016-04-22,9.2,4,2016-04-12
"		105",°­¸ª,16-May,19.3,24.9,30.5,2016-05-28,14.2,8.6,2016-05-14
"		105",°­¸ª,16-Jun,21.9,25.9,31.5,2016-06-18,18.3,13.9,2016-06-02
"		105",°­¸ª,16-Jul,24.1,27.6,35.1,2016-07-28,21.2,17.5,2016-07-07
"		105",°­¸ª,16-Aug,25.8,29.8,35.5,2016-08-13,22.2,15.1,2016-08-27
"		105",°­¸ª,16-Sep,20.6,24.3,30.9,2016-09-01,17.6,12.6,2016-09-20
"		105",°­¸ª,16-Oct,15.6,19.8,26.2,2016-10-15,12.2,4.7,2016-10-30
"		105",°­¸ª,16-Nov,9.1,13.6,22.1,2016-11-14,4.7,-0.8,2016-11-24
"		105",°­¸ª,16-Dec,5,9.2,15.5,2016-12-19,1.2,-5.6,2016-12-16
"		105",°­¸ª,17-Jan,1.5,5.8,12.3,2017-01-07,-2,-9.6,2017-01-23
"		105",°­¸ª,17-Feb,3.5,8.4,15.5,2017-02-16,-0.8,-6.9,2017-02-10
"		105",°­¸ª,17-Mar,7.1,11.8,17.4,2017-03-30,2.8,-2.9,2017-03-08
"		105",°­¸ª,17-Apr,15.4,20.7,30.4,2017-04-30,10.3,3.2,2017-04-02
"		105",°­¸ª,17-May,20.3,25.3,33.2,2017-05-19,15.4,8.7,2017-05-02
"		105",°­¸ª,17-Jun,21.2,25.7,33,2017-06-30,17.1,11.4,2017-06-11
"		105",°­¸ª,17-Jul,26.8,30.1,37.1,2017-07-13,23.9,20,2017-07-27
"		105",°­¸ª,17-Aug,24.3,27.4,32.9,2017-08-22,21.6,17.3,2017-08-31
"		105",°­¸ª,17-Sep,21.3,25.9,30.5,2017-09-08,17.2,12.4,2017-09-29
"		105",°­¸ª,17-Oct,15.2,19.2,24.7,2017-10-09,11.8,5.7,2017-10-30
"		105",°­¸ª,17-Nov,9,13.6,21.3,2017-11-02,4.6,-2.7,2017-11-19
"		105",°­¸ª,17-Dec,1.5,5.9,12.4,2017-12-23,-2.6,-8.8,2017-12-12
"		105",°­¸ª,18-Jan,-0.2,4.4,12.5,2018-01-15,-3.9,-14.2,2018-01-24
"		105",°­¸ª,18-Feb,0.5,5.2,11.2,2018-02-14,-3.8,-10.7,2018-02-06
"		105",°­¸ª,18-Mar,9.2,14,25.8,2018-03-31,4.1,-3,2018-03-02
"		105",°­¸ª,18-Apr,14.5,19.7,32.3,2018-04-21,9.2,1.5,2018-04-07
"		105",°­¸ª,18-May,17.3,21.7,32.1,2018-05-15,13.1,5.2,2018-05-10
"		105",°­¸ª,18-Jun,23.2,27.3,34.5,2018-06-24,19.3,13.5,2018-06-17
"		105",°­¸ª,18-Jul,26.8,30.2,37.2,2018-07-16,23.9,15.9,2018-07-07
"		105",°­¸ª,18-Aug,26.2,29.9,38.2,2018-08-04,22.9,18.2,2018-08-18
"		105",°­¸ª,18-Sep,20,23.9,29.1,2018-09-05,16.5,12.1,2018-09-28
"		105",°­¸ª,18-Oct,14.1,18.5,25.9,2018-10-07,10.4,4.3,2018-10-30
"		105",°­¸ª,18-Nov,10,14.4,21.6,2018-11-03,6.6,0,2018-11-23
"		105",°­¸ª,18-Dec,2.7,7.3,14.9,2018-12-02,-1.1,-9.9,2018-12-28
"		105",°­¸ª,19-Jan,2.8,7.7,13.7,2019-01-30,-1.1,-6.2,2019-01-09
"		105",°­¸ª,19-Feb,3.8,8.2,16.5,2019-02-24,-0.1,-5,2019-02-08
"		105",°­¸ª,19-Mar,8.9,13.8,22.4,2019-03-19,4.4,0,2019-03-13
"		105",°­¸ª,19-Apr,12.6,17.1,25.1,2019-04-17,7.5,1.8,2019-04-10
"		105",°­¸ª,19-May,21,26.2,34.8,2019-05-26,15.8,8.9,2019-05-06
"		105",°­¸ª,19-Jun,21.4,26.5,34.1,2019-06-04,17.3,11.9,2019-06-12
"		105",°­¸ª,19-Jul,25.8,29.1,35.4,2019-07-23,23.1,18,2019-07-10
"		105",°­¸ª,19-Aug,26.5,30.8,36.4,2019-08-01,23.3,20.4,2019-08-31
"		105",°­¸ª,19-Sep,21.5,25.9,33.4,2019-09-07,18.2,13.8,2019-09-23
"		105",°­¸ª,19-Oct,16.6,21.6,25.1,2019-10-01,13,8.6,2019-10-28
"		105",°­¸ª,19-Nov,10.2,15.8,23.8,2019-11-24,6,0.6,2019-11-20
"		105",°­¸ª,19-Dec,5.3,10,16.5,2019-12-16,1.3,-5.6,2019-12-31
"		105",°­¸ª,20-Jan,4.4,8.1,12.5,2020-01-23,1.7,-3,2020-01-01
"		105",°­¸ª,20-Feb,5,9.6,16.7,2020-02-13,0.9,-7.1,2020-02-06
"		105",°­¸ª,20-Mar,8.7,13.9,21.7,2020-03-26,3.6,-0.3,2020-03-05
"		105",°­¸ª,20-Apr,11.8,16.4,26.8,2020-04-30,7.1,1.4,2020-04-05
"		105",°­¸ª,20-May,18.3,22.9,32.5,2020-05-01,14.3,8.3,2020-05-21
"		105",°­¸ª,20-Jun,24.1,28.2,34.5,2020-06-09,20.1,15.2,2020-06-06
"		105",°­¸ª,20-Jul,22.4,25.5,33.4,2020-07-31,19.6,14.8,2020-07-16
"		105",°­¸ª,20-Aug,27,30.5,36.5,2020-08-25,24.1,20.2,2020-08-23
"		105",°­¸ª,20-Sep,20.6,24.5,29.7,2020-09-04,17.2,11.5,2020-09-28
"		105",°­¸ª,20-Oct,15.1,20.1,26.6,2020-10-02,10.8,6.4,2020-10-24
"		105",°­¸ª,20-Nov,11,15.6,25.5,2020-11-19,6.7,-0.1,2020-11-30
"		105",°­¸ª,20-Dec,3,7.8,14.3,2020-12-28,-0.8,-10.3,2020-12-31
"		105",°­¸ª,21-Jan,0.6,5.7,15.4,2021-01-15,-3.9,-15.1,2021-01-08
"		105",°­¸ª,21-Feb,4.9,10.3,20.7,2021-02-21,0,-8.9,2021-02-18
"		105",°­¸ª,21-Mar,9.7,14.8,21.1,2021-03-11,5,-3.4,2021-03-03
"		105",°­¸ª,21-Apr,13.8,18.9,25.1,2021-04-20,8.9,2.2,2021-04-10
"		105",°­¸ª,21-May,17.9,22.5,30.9,2021-05-23,13.4,8.4,2021-05-02
"		105",°­¸ª,21-Jun,22,25.9,30.3,2021-06-07,18.4,13.9,2021-06-04
"		105",°­¸ª,21-Jul,26.7,30.8,35.6,2021-07-31,23.1,18.9,2021-07-05
"		105",°­¸ª,21-Aug,25.5,29,36.5,2021-08-05,22.7,18.4,2021-08-31
"		105",°­¸ª,21-Sep,21.7,25.5,29.6,2021-09-11,18.5,15.8,2021-09-30
"		105",°­¸ª,21-Oct,16.5,21.4,32.3,2021-10-03,12.5,2.7,2021-10-17
"		105",°­¸ª,21-Nov,11.1,16.3,22.2,2021-11-05,7,-0.2,2021-11-23
"		105",°­¸ª,21-Dec,4.4,9.5,17.1,2021-12-10,0.1,-12,2021-12-26
"		105",°­¸ª,22-Jan,1.5,6.4,10,2022-01-26,-2.4,-7.2,2022-01-12
"		105",°­¸ª,22-Feb,2,7.1,16.1,2022-02-28,-2.2,-9.2,2022-02-17
"		105",°­¸ª,22-Mar,9,13.4,21.8,2022-03-11,4.5,-0.8,2022-03-07
"		105",°­¸ª,22-Apr,16.1,21,31.3,2022-04-10,11,2.3,2022-04-02
"		105",°­¸ª,22-May,20.3,25.3,33.4,2022-05-28,15.1,8.2,2022-05-03
"		105",°­¸ª,22-Jun,23.6,27.2,35.3,2022-06-25,19.9,13.3,2022-06-08
"		105",°­¸ª,22-Jul,26.3,29.8,34.7,2022-07-03,23.6,20.4,2022-07-23
"		105",°­¸ª,22-Aug,26.6,30.1,37.7,2022-08-05,23.2,16.8,2022-08-28
"		105",°­¸ª,22-Sep,21.8,26.6,30.8,2022-09-30,17.7,11.9,2022-09-21
"		105",°­¸ª,22-Oct,15.3,19.8,32.8,2022-10-01,11.6,6.9,2022-10-26
"		105",°­¸ª,22-Nov,12.7,18.3,26.5,2022-11-12,8.2,-3,2022-11-30
"		105",°­¸ª,22-Dec,1.5,6.5,13.5,2022-12-12,-2.6,-11.3,2022-12-23
"		105",°­¸ª,23-Jan,2.4,7.5,18.7,2023-01-12,-1.5,-14,2023-01-25
"		105",°­¸ª,23-Feb,5.2,9.8,19.6,2023-02-27,1,-3.8,2023-02-22
"		105",°­¸ª,23-Mar,12.1,17.3,26.8,2023-03-30,7,0.3,2023-03-13
"		105",°­¸ª,23-Apr,15.3,20.2,28.1,2023-04-20,10.2,5.2,2023-04-17
"		105",°­¸ª,23-May,20.3,25.1,35.5,2023-05-16,15.1,7.2,2023-05-08
"		105",°­¸ª,23-Jun,23.2,27.6,34.5,2023-06-17,19,15.8,2023-06-09
"		105",°­¸ª,23-Jul,27.5,31.4,37.3,2023-07-28,24.1,18.1,2023-07-01
"		105",°­¸ª,23-Aug,26.2,29.9,38.4,2023-08-03,23.5,20.7,2023-08-27
"		105",°­¸ª,23-Sep,22.4,26.2,31.9,2023-09-19,19.3,14.5,2023-09-22
"		105",°­¸ª,23-Oct,17,22,26.7,2023-10-18,12.9,7.1,2023-10-21
"		105",°­¸ª,23-Nov,10.5,15.1,29.1,2023-11-02,6.2,-4.6,2023-11-30
"		105",°­¸ª,23-Dec,3.6,7.7,20.5,2023-12-08,-0.2,-11.1,2023-12-22
"		105",°­¸ª,24-Jan,2.2,6.1,12.5,2024-01-31,-1.4,-11.3,2024-01-24
"		105",°­¸ª,24-Feb,3.6,7.4,20.2,2024-02-14,0.6,-2.8,2024-02-24
"		105",°­¸ª,24-Mar,7,11.5,20.9,2024-03-15,2.7,-6.3,2024-03-02
"		105",°­¸ª,24-Apr,15.8,20.2,29.2,2024-04-27,11.5,2.4,2024-04-10
"		105",°­¸ª,24-May,19.5,24.7,33.3,2024-05-23,14.3,7.3,2024-05-02
"		105",°­¸ª,24-Jun,24.3,28.6,35.3,2024-06-12,20.3,12.3,2024-06-03
"		105",°­¸ª,24-Jul,27.9,31.1,37,2024-07-31,25,19.9,2024-07-11
"		105",°­¸ª,24-Aug,28.7,32.5,37.6,2024-08-02,25.2,20.7,2024-08-28
"		105",°­¸ª,24-Sep,23.1,26.9,34.2,2024-09-10,19.8,13.8,2024-09-24
"		105",°­¸ª,24-Oct,16.7,20.8,24.4,2024-10-12,13.1,9.3,2024-10-31
"		105",°­¸ª,24-Nov,11.5,15.9,25.5,2024-11-16,7.8,0.4,2024-11-27
"		105",°­¸ª,24-Dec,3.8,8,15.4,2024-12-02,0.3,-4.6,2024-12-28
"		105",°­¸ª,25-Jan,1.9,6.1,11.7,2025-01-18,-1.5,-9.6,2025-01-09
"		105",°­¸ª,25-Feb,1.8,6.5,17.5,2025-02-28,-2.3,-10.4,2025-02-05
"		105",°­¸ª,25-Mar,8,12.7,25.2,2025-03-22,3.8,-3.2,2025-03-19
"		105",°­¸ª,25-Apr,13.9,19.6,29.5,2025-04-18,8.4,3.3,2025-04-15
"		105",°­¸ª,25-May,18.3,23.1,32.1,2025-05-20,14,7.1,2025-05-07
"		105",°­¸ª,25-Jun,25,29.5,36.1,2025-06-30,20.8,12.7,2025-06-01
"		105",°­¸ª,25-Jul,28.8,32.9,38.7,2025-07-06,25.6,19.9,2025-07-14
"		105",°­¸ª,25-Aug,29,33.1,38,2025-08-22,25.5,21.7,2025-08-10
"		105",°­¸ª,25-Sep,,,34.8,2025-09-01,,15.7,2025-09-22
"		",,,,,,,,,
"	",,,,,,,,,
"	",,,,,,,,,
"	",,,,,,,,,
"	",,,,,,,,,
"		",,,,,,,,,
"	",,,,,,,,,
"	",,,,,,,,,
